shuffled_id,shuffled_file,original_file,source,ref_text,cer,duration_sec,utmos
1068,audio/1068.wav,./dataset/reazonspeech_wav_out/000/009905752113b.wav,reazonspeech,これが成長だと思いますね。,0.0769230769230769,3.539458333333333,3.298988103866577
1069,audio/1069.wav,./dataset/reazonspeech_wav_out/000/00aa8785efc29.wav,reazonspeech,今すぐチェックしてみてくださいね。,0.0588235294117647,4.159458333333333,3.0766637325286865
1070,audio/1070.wav,./dataset/reazonspeech_wav_out/001/00c4607cf4dd5.wav,reazonspeech,そなたの目と同じじゃ。,0.0909090909090909,3.519458333333333,3.54992413520813
1071,audio/1071.wav,./dataset/reazonspeech_wav_out/001/01154dbd603fd.wav,reazonspeech,おめでとう！,0.1666666666666666,3.079458333333333,3.190498352050781
1072,audio/1072.wav,./dataset/reazonspeech_wav_out/003/01270caeb3e8f.wav,reazonspeech,このカエサルの人生っていうのはまあ５５歳で終わるんですけど最後はですねとにかく戦争尽くし。,0.1333333333333333,8.479458333333334,3.2827751636505127
1073,audio/1073.wav,./dataset/reazonspeech_wav_out/002/013eefcdd84df.wav,reazonspeech,でもこれがおいしさにつながる。,0.2,3.839458333333333,3.510293245315552
1074,audio/1074.wav,./dataset/reazonspeech_wav_out/000/0158d51411b21.wav,reazonspeech,走り始めてすぐにダウン。,0.0833333333333333,4.539458333333333,3.285721778869629
1075,audio/1075.wav,./dataset/reazonspeech_wav_out/002/01854978daff1.wav,reazonspeech,清水区では、まだこうした生活用水の供給が始まっていない地区もあります。,0.0571428571428571,7.799458333333333,3.7563610076904297
1076,audio/1076.wav,./dataset/reazonspeech_wav_out/001/025b909e31dd0.wav,reazonspeech,次はこちらです。,0.0,5.019458333333334,3.081171989440918
1077,audio/1077.wav,./dataset/reazonspeech_wav_out/003/02fc840315582.wav,reazonspeech,今、確認が取れそうです。,0.1666666666666666,4.739458333333333,3.223259210586548
1078,audio/1078.wav,./dataset/reazonspeech_wav_out/002/034b114b7fb53.wav,reazonspeech,こんなケーキ見たことない！,0.0769230769230769,3.9794583333333335,3.085209608078003
1079,audio/1079.wav,./dataset/reazonspeech_wav_out/001/03dcd420f6aea.wav,reazonspeech,犯人グループに内通してたんだよ,0.2666666666666666,3.739458333333333,3.2198257446289062
1080,audio/1080.wav,./dataset/reazonspeech_wav_out/002/040c0c1f9cda7.wav,reazonspeech,世界ランク１位のシェフラー。,0.2857142857142857,5.579458333333333,3.287999391555786
1081,audio/1081.wav,./dataset/reazonspeech_wav_out/003/046e6a3f7f495.wav,reazonspeech,では材料表でおさらいしましょう。,0.0,3.679458333333333,3.623828411102295
1082,audio/1082.wav,./dataset/reazonspeech_wav_out/000/051944ee98935.wav,reazonspeech,私が倉石君です。,0.125,4.459458333333333,3.2098371982574463
1083,audio/1083.wav,./dataset/reazonspeech_wav_out/001/052e7663ddd0d.wav,reazonspeech,ヤクルト４回の表は新外国人のオスナからです。,0.0909090909090909,8.779458333333332,3.83268976211548
1084,audio/1084.wav,./dataset/reazonspeech_wav_out/002/055869b5de00f.wav,reazonspeech,７時間ほど、冷蔵庫で冷やします。,0.1875,5.9794583333333335,3.1218514442443848
1085,audio/1085.wav,./dataset/reazonspeech_wav_out/003/056c009f12790.wav,reazonspeech,ここまで入っている新着ニュース一気にお伝えします。,0.16,4.9794583333333335,3.4138293266296387
1086,audio/1086.wav,./dataset/reazonspeech_wav_out/002/058cdc6fa0aa0.wav,reazonspeech,見た人からは、ＳＮＳの投稿はどんな反応がありましたか？,0.1851851851851851,5.619458333333333,3.3830342292785645
1087,audio/1087.wav,./dataset/reazonspeech_wav_out/001/05c42d3b49041.wav,reazonspeech,棋聖戦第２局に臨んだ藤井五冠。,0.2666666666666666,5.959458333333333,3.147111415863037
1088,audio/1088.wav,./dataset/reazonspeech_wav_out/003/062103e8ebd3f.wav,reazonspeech,だって、責任っていうのはやっぱり明確なのは判決じゃないですか。,0.064516129032258,5.319458333333333,3.721326351165772
1089,audio/1089.wav,./dataset/reazonspeech_wav_out/000/068cd2b4e25f6.wav,reazonspeech,水戸は２３度ですが、きょうよりもちょっと上がります。,0.2692307692307692,4.619458333333333,3.0320868492126465
1090,audio/1090.wav,./dataset/reazonspeech_wav_out/003/06de9cb832862.wav,reazonspeech,どこ行きやがったんだ？,0.0909090909090909,3.059458333333333,3.205705642700196
1091,audio/1091.wav,./dataset/reazonspeech_wav_out/003/07707bde62b13.wav,reazonspeech,予想をはるかに超えてきたね。,0.1428571428571428,3.2594583333333333,3.559664964675904
1092,audio/1092.wav,./dataset/reazonspeech_wav_out/003/07f80e03c3259.wav,reazonspeech,皆さん、体調管理,0.125,3.1794583333333333,3.1657841205596924
1093,audio/1093.wav,./dataset/reazonspeech_wav_out/000/082d2daf7314b.wav,reazonspeech,４つの園を持つ佐藤さん。,0.25,4.879458333333333,3.721066951751709
1094,audio/1094.wav,./dataset/reazonspeech_wav_out/002/08778d239bdb5.wav,reazonspeech,これが台風３号です。,0.3,3.3394583333333334,3.2080397605896
1095,audio/1095.wav,./dataset/reazonspeech_wav_out/002/08b2ee1b019df.wav,reazonspeech,素人でも簡単に作ることができます。,0.0588235294117647,4.739458333333333,3.182948350906372
1096,audio/1096.wav,./dataset/reazonspeech_wav_out/001/0929d56667e9e.wav,reazonspeech,すると。,0.25,5.9794583333333335,3.01037335395813
1097,audio/1097.wav,./dataset/reazonspeech_wav_out/000/09bde0fc92aa9.wav,reazonspeech,警視庁などが行方を追っています。,0.0625,4.679458333333334,4.033391952514648
1098,audio/1098.wav,./dataset/reazonspeech_wav_out/001/09be7d7d0a045.wav,reazonspeech,冷戦時代から今回はスーダンですけど。,0.1666666666666666,4.379458333333333,3.672565460205078
1099,audio/1099.wav,./dataset/reazonspeech_wav_out/003/0a3ddb6fef6ec.wav,reazonspeech,案内してもらうためだ。,0.0909090909090909,3.419458333333333,3.0863499641418457
1100,audio/1100.wav,./dataset/reazonspeech_wav_out/002/0a483b2ec3154.wav,reazonspeech,意外なものですよね？,0.1,3.119458333333333,3.257999420166016
1101,audio/1101.wav,./dataset/reazonspeech_wav_out/000/0a541a354fb02.wav,reazonspeech,お酒は強いですか？,0.1111111111111111,3.2394583333333333,3.330300092697144
1102,audio/1102.wav,./dataset/reazonspeech_wav_out/001/0a5d78446323e.wav,reazonspeech,振り返りながら、ふと思うのは今おっしゃった、安心と安全。,0.1428571428571428,6.079458333333333,3.2448842525482178
1103,audio/1103.wav,./dataset/reazonspeech_wav_out/003/0b75106439488.wav,reazonspeech,今日ホールインワン出して上機嫌なはずだから。,0.1818181818181818,3.9194583333333335,3.013697624206543
1104,audio/1104.wav,./dataset/reazonspeech_wav_out/003/0bf38afbe6760.wav,reazonspeech,ダメ押しのタイムリー！,0.0909090909090909,4.999458333333333,3.1834752559661865
1105,audio/1105.wav,./dataset/reazonspeech_wav_out/003/0c1d978e2c0df.wav,reazonspeech,歩くときの注意点とは？,0.0909090909090909,5.159458333333333,3.589287281036377
1106,audio/1106.wav,./dataset/reazonspeech_wav_out/000/0c2fc37ee6bec.wav,reazonspeech,なすは一口大の乱切りにしました。,0.1875,5.019458333333334,3.5620322227478027
1107,audio/1107.wav,./dataset/reazonspeech_wav_out/003/0cb2263610596.wav,reazonspeech,田崎さん、こうした方々の名前も挙がっています。,0.0869565217391304,4.759458333333333,3.0247297286987305
1108,audio/1108.wav,./dataset/reazonspeech_wav_out/002/0cfcb5883a71b.wav,reazonspeech,人と会って話をする。,0.1,3.599458333333333,3.441890954971313
1109,audio/1109.wav,./dataset/reazonspeech_wav_out/000/0d72ebd5590d4.wav,reazonspeech,石の鳥居が完全に倒れています。,0.0666666666666666,5.079458333333333,3.0990309715271
1110,audio/1110.wav,./dataset/reazonspeech_wav_out/000/0d73e98bdeae5.wav,reazonspeech,こちらは明日午前６時からのシミュレーションです。,0.1666666666666666,5.719458333333334,4.041646957397461
1111,audio/1111.wav,./dataset/reazonspeech_wav_out/000/0db8da7283b9d.wav,reazonspeech,山盛り持ってガッて食べててほしいなっていうのはあります。,0.1785714285714285,5.679458333333334,3.2450878620147705
1112,audio/1112.wav,./dataset/reazonspeech_wav_out/002/0dd8752156ff1.wav,reazonspeech,いつもリハーサルライブに入る前に僕１日だけもらうんですね。,0.1379310344827586,7.259458333333333,3.026167631149292
1113,audio/1113.wav,./dataset/reazonspeech_wav_out/002/0e0a675fd668e.wav,reazonspeech,ニュースばっかり見てますね。,0.2142857142857142,3.839458333333333,3.385915756225586
1114,audio/1114.wav,./dataset/reazonspeech_wav_out/001/0e25efda26093.wav,reazonspeech,君、原付の免許しか持ってへんやん。,0.0588235294117647,7.739458333333333,3.3386263847351074
1115,audio/1115.wav,./dataset/reazonspeech_wav_out/001/0e2f67e45ab9d.wav,reazonspeech,ただ、この中には、みなしという新しい形も含まれていますね。,0.1379310344827586,5.639458333333334,3.249385356903076
1116,audio/1116.wav,./dataset/reazonspeech_wav_out/000/0e4ddcdb9656d.wav,reazonspeech,パーマ大佐ともし結婚することになったら証人になってください。,0.1,5.579458333333333,3.006009578704834
1117,audio/1117.wav,./dataset/reazonspeech_wav_out/000/0e8c94a8bb0b5.wav,reazonspeech,一方が閉じた方。,0.125,4.359458333333333,3.0094127655029297
1118,audio/1118.wav,./dataset/reazonspeech_wav_out/002/0e9cce42f4d21.wav,reazonspeech,でも知ろうとするっていうこと。,0.0666666666666666,3.819458333333333,3.4707188606262207
1119,audio/1119.wav,./dataset/reazonspeech_wav_out/000/0eb94e0e4c7a5.wav,reazonspeech,ジワは大きく伸ばしてきました。,0.2,4.539458333333333,3.680728912353516
1120,audio/1120.wav,./dataset/reazonspeech_wav_out/000/0eceb11f3be5c.wav,reazonspeech,取り出した骨は骨格標本として大学や博物館で保管します。,0.1481481481481481,6.159458333333333,3.8489017486572266
1121,audio/1121.wav,./dataset/reazonspeech_wav_out/003/0eeac27307947.wav,reazonspeech,公安として当然ですあなたもスパイだったの？,0.1428571428571428,4.619458333333333,3.2396695613861084
1122,audio/1122.wav,./dataset/reazonspeech_wav_out/003/0f0c97e6dd57e.wav,reazonspeech,「筆圧」という言葉の使い方が大変よかったと思います。,0.1538461538461538,5.019458333333334,3.316590547561645
1123,audio/1123.wav,./dataset/reazonspeech_wav_out/002/0f4c446825223.wav,reazonspeech,インクライン。,0.1428571428571428,3.559458333333333,3.010687351226806
1124,audio/1124.wav,./dataset/reazonspeech_wav_out/000/0fd0abfe5a7eb.wav,reazonspeech,飽きてはないというか。,0.2727272727272727,3.099458333333333,3.566361904144287
1125,audio/1125.wav,./dataset/reazonspeech_wav_out/003/0ff13ca4ea86d.wav,reazonspeech,何やってんだろうね,0.0,3.2994583333333334,3.712839603424072
1126,audio/1126.wav,./dataset/reazonspeech_wav_out/002/10e0dc819c3fc.wav,reazonspeech,この人も初優勝を狙うプレーヤー。,0.125,5.499458333333333,3.8149971961975098
1127,audio/1127.wav,./dataset/reazonspeech_wav_out/001/1152045c0067a.wav,reazonspeech,大谷劇場、開幕！,0.25,7.099458333333334,3.275848388671875
1128,audio/1128.wav,./dataset/reazonspeech_wav_out/003/118354cf7a5e4.wav,reazonspeech,ぜひお試しください。,0.1,6.219458333333334,3.2615041732788086
1129,audio/1129.wav,./dataset/reazonspeech_wav_out/002/11e58ea5f3119.wav,reazonspeech,よく見てください。,0.1111111111111111,3.139458333333333,3.2199339866638184
1130,audio/1130.wav,./dataset/reazonspeech_wav_out/003/12089592576f5.wav,reazonspeech,なぜ、マリックさんかといいますと。,0.1764705882352941,5.219458333333334,3.3753538131713867
1131,audio/1131.wav,./dataset/reazonspeech_wav_out/000/120d3b9d59117.wav,reazonspeech,君たちは他に手がかりになりそうなものがないか探してみてくれ。,0.0333333333333333,5.299458333333333,3.621196985244751
1132,audio/1132.wav,./dataset/reazonspeech_wav_out/003/12cc66484d878.wav,reazonspeech,普及を急ぐようにというふうに関係閣僚に指示を出しているんです。,0.1612903225806451,6.139458333333334,3.551549196243286
1133,audio/1133.wav,./dataset/reazonspeech_wav_out/002/137cd5c6e0957.wav,reazonspeech,これ画期的でしたもんね。,0.0833333333333333,3.479458333333333,3.1619174480438232
1134,audio/1134.wav,./dataset/reazonspeech_wav_out/000/13e1074363582.wav,reazonspeech,流氷を見に行ったんだな。,0.0833333333333333,3.359458333333333,3.3850982189178467
1135,audio/1135.wav,./dataset/reazonspeech_wav_out/001/13e2aa3d2995b.wav,reazonspeech,やっぱりすごいメッセージやなと思います。,0.05,5.079458333333333,3.580592632293701
1136,audio/1136.wav,./dataset/reazonspeech_wav_out/003/143882088caa0.wav,reazonspeech,天気予報は國本さんとお伝えしていきます。,0.15,7.539458333333333,3.857607364654541
1137,audio/1137.wav,./dataset/reazonspeech_wav_out/002/1461e703ed559.wav,reazonspeech,まずは男女のペアで演技をするミックスデュエット。,0.0416666666666666,4.9794583333333335,3.0231168270111084
1138,audio/1138.wav,./dataset/reazonspeech_wav_out/002/150ebe6e1f6ff.wav,reazonspeech,シンプルです！,0.1428571428571428,3.039458333333333,3.686529874801636
1139,audio/1139.wav,./dataset/reazonspeech_wav_out/000/153db09362caf.wav,reazonspeech,逆に中山さん、モロッコがしっかりとした守備を前半、見せた。,0.1379310344827586,7.179458333333334,3.170485019683838
1140,audio/1140.wav,./dataset/reazonspeech_wav_out/001/157e934eb381a.wav,reazonspeech,ただ、マリウポリへの空爆は続いているということです。,0.0769230769230769,5.379458333333333,3.9759697914123535
1141,audio/1141.wav,./dataset/reazonspeech_wav_out/000/15bdcff5e5c3d.wav,reazonspeech,今５年生です。,0.2857142857142857,3.119458333333333,3.6925129890441895
1142,audio/1142.wav,./dataset/reazonspeech_wav_out/000/15c0144c40f05.wav,reazonspeech,この添削は。,0.1666666666666666,7.299458333333333,3.286362409591675
1143,audio/1143.wav,./dataset/reazonspeech_wav_out/003/15c75590d216f.wav,reazonspeech,〈さらにこちらのドアは〉,0.25,8.099458333333333,3.3367362022399902
1144,audio/1144.wav,./dataset/reazonspeech_wav_out/002/1613333d97654.wav,reazonspeech,では、もう１つ、ニュースです。,0.2,5.039458333333333,3.376640796661377
1145,audio/1145.wav,./dataset/reazonspeech_wav_out/003/163bdda58ba9f.wav,reazonspeech,うんと死ぬわけじゃないけど損しますからちょっと狙ってると言えます。,0.0606060606060606,9.059458333333334,3.24585485458374
1146,audio/1146.wav,./dataset/reazonspeech_wav_out/002/166a8b83802c0.wav,reazonspeech,なのでこれをしっかりこう深呼吸。,0.25,4.259458333333333,3.64243221282959
1147,audio/1147.wav,./dataset/reazonspeech_wav_out/003/168f115178fad.wav,reazonspeech,人間にとってよいマシンとは？,0.2142857142857142,5.039458333333333,4.105473518371582
1148,audio/1148.wav,./dataset/reazonspeech_wav_out/002/174806015469a.wav,reazonspeech,いい滑り出しでした。,0.1,4.759458333333333,3.3761961460113525
1149,audio/1149.wav,./dataset/reazonspeech_wav_out/001/174cb5e57b1e2.wav,reazonspeech,今、優勝のフィニッシュ。,0.1666666666666666,3.779458333333333,3.04447865486145
1150,audio/1150.wav,./dataset/reazonspeech_wav_out/003/175a8cfb6a15c.wav,reazonspeech,普段から欲しいものをリストアップしていて気分が落ち込んだ時はそれを買ってストレス発散します。,0.0217391304347826,6.639458333333334,3.6802961826324463
1151,audio/1151.wav,./dataset/reazonspeech_wav_out/001/18c4e147676e4.wav,reazonspeech,では、ニュースからお伝えしていきます。,0.1578947368421052,4.679458333333334,3.458758592605591
1152,audio/1152.wav,./dataset/reazonspeech_wav_out/001/18c9162407ae1.wav,reazonspeech,まあまあいいですよ。,0.1,3.2594583333333333,3.3029534816741943
1153,audio/1153.wav,./dataset/reazonspeech_wav_out/002/1912a78ceff58.wav,reazonspeech,この地域を担当するドミトロ・シタル検事です。,0.0454545454545454,8.239458333333333,3.90938138961792
1154,audio/1154.wav,./dataset/reazonspeech_wav_out/002/19f1a6e89d131.wav,reazonspeech,確かにすごいんですけど。,0.0833333333333333,3.119458333333333,3.2681422233581543
1155,audio/1155.wav,./dataset/reazonspeech_wav_out/000/1a6a8cc1029fb.wav,reazonspeech,フェンシングの全日本選手権。,0.2142857142857142,5.019458333333334,3.622241973876953
1156,audio/1156.wav,./dataset/reazonspeech_wav_out/003/1ab541e64e36c.wav,reazonspeech,円安が進んでいます。,0.1,4.419458333333333,3.724752426147461
1157,audio/1157.wav,./dataset/reazonspeech_wav_out/002/1b0e943d149cc.wav,reazonspeech,そうですか。,0.0,3.679458333333333,3.5949177742004395
1158,audio/1158.wav,./dataset/reazonspeech_wav_out/003/1ba864b03c443.wav,reazonspeech,近くに何かいいマンションないかしら？,0.0555555555555555,4.299458333333333,3.3958117961883545
1159,audio/1159.wav,./dataset/reazonspeech_wav_out/003/1be9af05ec201.wav,reazonspeech,卵かけごはんのような感じのエッグサンドを目指して作りました。,0.1333333333333333,7.939458333333333,3.0981836318969727
1160,audio/1160.wav,./dataset/reazonspeech_wav_out/001/1bfa95aa53588.wav,reazonspeech,甘いのと、しょっぱいのとっていうのを繰り返したいです。,0.1851851851851851,4.879458333333333,3.2426443099975586
1161,audio/1161.wav,./dataset/reazonspeech_wav_out/001/1c21a1cf96240.wav,reazonspeech,布が裁てました。,0.125,4.639458333333334,3.893898487091065
1162,audio/1162.wav,./dataset/reazonspeech_wav_out/000/1c30b6e5d06b0.wav,reazonspeech,小耳に挟んだんだけど結局はプラスチックだからね。,0.1666666666666666,4.999458333333333,3.349602222442627
1163,audio/1163.wav,./dataset/reazonspeech_wav_out/001/1c5eb9840b138.wav,reazonspeech,その中で自分の演技に集中していく。,0.0,4.459458333333333,3.223269462585449
1164,audio/1164.wav,./dataset/reazonspeech_wav_out/001/1ca361c3a62b3.wav,reazonspeech,みんなは配置された爆弾解除作業のバックアップを頼む。,0.1538461538461538,4.679458333333334,3.3297059535980225
1165,audio/1165.wav,./dataset/reazonspeech_wav_out/003/1cb85a464565c.wav,reazonspeech,体を回します。,0.0,3.779458333333333,3.08889389038086
1166,audio/1166.wav,./dataset/reazonspeech_wav_out/000/1cbeb372e6f54.wav,reazonspeech,しかし会社に戻ると。,0.1,3.619458333333333,3.435518503189087
1167,audio/1167.wav,./dataset/reazonspeech_wav_out/003/1cee7af064287.wav,reazonspeech,これで準決勝進出,0.25,6.4394583333333335,3.1109914779663086
1168,audio/1168.wav,./dataset/reazonspeech_wav_out/001/1d12ef8f88e68.wav,reazonspeech,またキャッチャー２年生の勝部が笑顔でキャプテンのもとに向かいました。,0.2352941176470588,6.699458333333333,3.680350780487061
1169,audio/1169.wav,./dataset/reazonspeech_wav_out/001/1d13f1558341d.wav,reazonspeech,夏に食べたい台湾スイーツ。,0.0769230769230769,3.9394583333333335,3.742847204208374
1170,audio/1170.wav,./dataset/reazonspeech_wav_out/001/1d353b905eeb1.wav,reazonspeech,４月からはゆっくりできるので、朝の方は。,0.15,4.499458333333333,3.474537372589112
1171,audio/1171.wav,./dataset/reazonspeech_wav_out/001/1e704e533b554.wav,reazonspeech,これで音が鳴らない方というのはこの吸入器を使うのには不向きな方ということになります。,0.0238095238095238,7.099458333333334,3.000972270965576
1172,audio/1172.wav,./dataset/reazonspeech_wav_out/000/1e75c02061f10.wav,reazonspeech,中国が演技を終えています。,0.0769230769230769,6.819458333333333,3.503368854522705
1173,audio/1173.wav,./dataset/reazonspeech_wav_out/002/1e855aa707e98.wav,reazonspeech,めいっぱいおいわいしような。,0.2857142857142857,3.379458333333333,3.076051950454712
1174,audio/1174.wav,./dataset/reazonspeech_wav_out/003/1fe0e52081c81.wav,reazonspeech,冷凍食品のパスタなどを値上げです。,0.0588235294117647,5.779458333333333,3.643636703491211
1175,audio/1175.wav,./dataset/reazonspeech_wav_out/002/1fe2062eb64fb.wav,reazonspeech,最後は上がり連続バーディーとなりました。,0.05,5.9794583333333335,3.302677869796753
1176,audio/1176.wav,./dataset/reazonspeech_wav_out/003/201863ace4f99.wav,reazonspeech,緊急降板となります。,0.3,4.259458333333333,3.3432328701019287
1177,audio/1177.wav,./dataset/reazonspeech_wav_out/002/207f6fb4381f8.wav,reazonspeech,恋でハートなんだ。,0.1111111111111111,3.079458333333333,4.080343246459961
1178,audio/1178.wav,./dataset/reazonspeech_wav_out/001/2135726e424ea.wav,reazonspeech,定期的にお掃除しているのになかなかきれいにならないお悩み,0.0,6.4794583333333335,3.8526535034179688
1179,audio/1179.wav,./dataset/reazonspeech_wav_out/001/21780bc316047.wav,reazonspeech,ヘヘめっちゃ嬉しいですよね,0.1538461538461538,3.499458333333333,3.3580574989318848
1180,audio/1180.wav,./dataset/reazonspeech_wav_out/002/2187a03136fe9.wav,reazonspeech,八王子市に大雪警報が出ました。,0.0666666666666666,6.019458333333334,3.3240537643432617
1181,audio/1181.wav,./dataset/reazonspeech_wav_out/003/21edf31f6547d.wav,reazonspeech,会談を終えたラブロフ外相は。,0.0714285714285714,8.679458333333333,3.088889837265014
1182,audio/1182.wav,./dataset/reazonspeech_wav_out/002/221a9cd43e7fe.wav,reazonspeech,「軽食喫茶ミモザ」。,0.3,4.139458333333334,3.288154125213623
1183,audio/1183.wav,./dataset/reazonspeech_wav_out/001/22312c67faee0.wav,reazonspeech,こういうちょっと切りにくい材料ですね,0.0555555555555555,4.3994583333333335,3.672064781188965
1184,audio/1184.wav,./dataset/reazonspeech_wav_out/002/224326a2f58d1.wav,reazonspeech,そんなに強く握ってた？,0.2727272727272727,3.419458333333333,3.32755446434021
1185,audio/1185.wav,./dataset/reazonspeech_wav_out/000/22a9f1cf3273a.wav,reazonspeech,むしろ国連が果たしている大きな役割はウクライナ国内で戦禍に苦しむ一般市民に対する人道支援です。,0.1702127659574468,8.099458333333333,3.220299243927002
1186,audio/1186.wav,./dataset/reazonspeech_wav_out/000/22de2c78878b5.wav,reazonspeech,今後の見通しです。,0.1111111111111111,3.3194583333333334,3.7449238300323486
1187,audio/1187.wav,./dataset/reazonspeech_wav_out/002/22f34792bf05e.wav,reazonspeech,土地が合ってるんですね。,0.0833333333333333,3.499458333333333,3.5643296241760254
1188,audio/1188.wav,./dataset/reazonspeech_wav_out/000/233ee9dd7050c.wav,reazonspeech,どうつきあっていけばいいのかということで政府が運用している着用のルールについて確認します。,0.2222222222222222,8.639458333333334,3.352761745452881
1189,audio/1189.wav,./dataset/reazonspeech_wav_out/000/235e235ff1b0c.wav,reazonspeech,とにかく早く刈ったほうがいいかなと思いまして。,0.1739130434782608,5.879458333333333,3.6010937690734863
1190,audio/1190.wav,./dataset/reazonspeech_wav_out/000/2417467a93753.wav,reazonspeech,預けていたのはスマートフォン。,0.0666666666666666,6.799458333333333,3.171142339706421
1191,audio/1191.wav,./dataset/reazonspeech_wav_out/001/24cdb4d5e5f83.wav,reazonspeech,メジャー最古となるフェンウェイ・パーク初登板。,0.1739130434782608,5.9794583333333335,3.6297998428344727
1192,audio/1192.wav,./dataset/reazonspeech_wav_out/001/25f001d9f888e.wav,reazonspeech,〈まずは千葉県の新浦安〉,0.1666666666666666,5.139458333333334,3.173731803894043
1193,audio/1193.wav,./dataset/reazonspeech_wav_out/001/261822a4a7ff4.wav,reazonspeech,まことおにいさんも！,0.3,3.9194583333333335,3.269631147384644
1194,audio/1194.wav,./dataset/reazonspeech_wav_out/003/2629e78557430.wav,reazonspeech,さてですね,0.0,3.039458333333333,3.142697334289551
1195,audio/1195.wav,./dataset/reazonspeech_wav_out/002/2632940b1f1b9.wav,reazonspeech,ドローンでロシア軍の戦車を見つけました。,0.0,7.899458333333333,3.530779361724853
1196,audio/1196.wav,./dataset/reazonspeech_wav_out/001/2674b565beea2.wav,reazonspeech,しばらく学校に来ていない。,0.0769230769230769,5.839458333333333,3.1465773582458496
1197,audio/1197.wav,./dataset/reazonspeech_wav_out/001/2674e95bc804e.wav,reazonspeech,玉結びができました。,0.1,4.039458333333333,4.0129804611206055
1198,audio/1198.wav,./dataset/reazonspeech_wav_out/000/2683d3ed8c1ef.wav,reazonspeech,東海道新幹線ホームからお伝えします。,0.1666666666666666,5.639458333333334,3.2770354747772217
1199,audio/1199.wav,./dataset/reazonspeech_wav_out/003/273332b271313.wav,reazonspeech,最初の思い切った高さいいですね。,0.0625,3.459458333333333,3.3061256408691406
1200,audio/1200.wav,./dataset/reazonspeech_wav_out/003/2752414e02e99.wav,reazonspeech,でジグザグミシンで端のところを押さえていきます。,0.0833333333333333,5.039458333333333,3.838045358657837
1201,audio/1201.wav,./dataset/reazonspeech_wav_out/002/277951c244ba7.wav,reazonspeech,今年の夏,0.0,3.799458333333333,3.907132148742676
1202,audio/1202.wav,./dataset/reazonspeech_wav_out/002/27b69f29dc64d.wav,reazonspeech,その辺も非常に難しいところで。,0.2666666666666666,4.4394583333333335,3.107611179351806
1203,audio/1203.wav,./dataset/reazonspeech_wav_out/003/27bef36c15c1b.wav,reazonspeech,同窓会の出席者は５０人。,0.25,3.9394583333333335,3.6073520183563232
1204,audio/1204.wav,./dataset/reazonspeech_wav_out/002/27cc343be7db3.wav,reazonspeech,どこかで４五歩突いて堅さを生かした戦い方に切り替えました。,0.2413793103448276,7.959458333333333,3.275753974914551
1205,audio/1205.wav,./dataset/reazonspeech_wav_out/003/281bb446e8848.wav,reazonspeech,今もかなり厳しい接触です。,0.0769230769230769,5.799458333333333,3.1081466674804688
1206,audio/1206.wav,./dataset/reazonspeech_wav_out/003/2822089d3d169.wav,reazonspeech,打球はセンターへ。,0.1111111111111111,5.8994583333333335,3.346904993057251
1207,audio/1207.wav,./dataset/reazonspeech_wav_out/001/28cc5ba877e0a.wav,reazonspeech,頑張ってほしいですね。,0.2727272727272727,3.2794583333333334,3.170771598815918
1208,audio/1208.wav,./dataset/reazonspeech_wav_out/003/28e08fe6e4455.wav,reazonspeech,古いゼッケンで参加するしかなかか。,0.1176470588235294,4.9394583333333335,3.719302177429199
1209,audio/1209.wav,./dataset/reazonspeech_wav_out/002/290f5ab546e40.wav,reazonspeech,食わしてくれるんじゃないんすか？,0.125,3.119458333333333,3.1468758583068848
1210,audio/1210.wav,./dataset/reazonspeech_wav_out/001/29a6f6e39a915.wav,reazonspeech,一気にこのように返してください。,0.0625,5.259458333333333,3.337860107421875
1211,audio/1211.wav,./dataset/reazonspeech_wav_out/003/29af567fff675.wav,reazonspeech,何かが致命的に違いそう。,0.0833333333333333,6.199458333333333,3.414726734161377
1212,audio/1212.wav,./dataset/reazonspeech_wav_out/001/2a2e4db71c703.wav,reazonspeech,あたりは華やかな香りに包まれています。,0.0526315789473684,5.9394583333333335,3.0706939697265625
1213,audio/1213.wav,./dataset/reazonspeech_wav_out/002/2a5d3f85fe1ba.wav,reazonspeech,あー、ちょっとじゃあ手広げてもらっていいですか。,0.2083333333333333,5.579458333333333,3.1410717964172363
1214,audio/1214.wav,./dataset/reazonspeech_wav_out/003/2a7991ec4b394.wav,reazonspeech,ご指導があるよ。,0.25,3.1794583333333333,3.573796033859253
1215,audio/1215.wav,./dataset/reazonspeech_wav_out/001/2a8f4dfd8a3d1.wav,reazonspeech,ポットの中にあるね見てください。,0.1875,4.3994583333333335,3.606980085372925
1216,audio/1216.wav,./dataset/reazonspeech_wav_out/002/2ada8de057d62.wav,reazonspeech,アウンサン・スー・チー氏の父親である。,0.1052631578947368,7.419458333333333,3.1841609477996826
1217,audio/1217.wav,./dataset/reazonspeech_wav_out/000/2b15eaaf726d2.wav,reazonspeech,奥に見えるのが、爆発で全焼した建物で、焦げた跡や、崩れ落ちた様子が分かります。,0.1282051282051282,8.459458333333334,3.440605640411377
1218,audio/1218.wav,./dataset/reazonspeech_wav_out/003/2b315c7b1d199.wav,reazonspeech,なぜ天羽元警視監が殺されるべき人間だったのかそれを教えて。,0.1724137931034483,8.259458333333333,3.075662851333618
